test,variant,run,time_s
ex1000-50000-200.in,openmp,1,32.8s
33.95
ex1000-50000-200.in,openmp,2,34.9s
36.08
ex1000-50000-200.in,openmp,3,36.5s
37.62
ex1000-50000-200.in,openmp,4,36.0s
37.29
ex1000-50000-200.in,openmp,5,36.2s
37.41
ex1000-50000-200.in,openmp_simd,1,33.8s
35.02
ex1000-50000-200.in,openmp_simd,2,33.9s
35.07
ex1000-50000-200.in,openmp_simd,3,33.8s
34.98
ex1000-50000-200.in,openmp_simd,4,33.8s
35.14
ex1000-50000-200.in,openmp_simd,5,33.9s
35.15
ex1000-50d.in,openmp,1,0.0s
0.01
ex1000-50d.in,openmp,2,0.0s
0.01
ex1000-50d.in,openmp,3,0.0s
0.01
ex1000-50d.in,openmp,4,0.0s
0.01
ex1000-50d.in,openmp,5,0.0s
0.01
ex1000-50d.in,openmp_simd,1,0.0s
0.01
ex1000-50d.in,openmp_simd,2,0.0s
0.01
ex1000-50d.in,openmp_simd,3,0.0s
0.01
ex1000-50d.in,openmp_simd,4,0.0s
0.01
ex1000-50d.in,openmp_simd,5,0.0s
0.01
ex10-2d.in,openmp,1,0.0s
0.00
ex10-2d.in,openmp,2,0.0s
0.00
ex10-2d.in,openmp,3,0.0s
0.00
ex10-2d.in,openmp,4,0.0s
0.00
ex10-2d.in,openmp,5,0.0s
0.00
ex10-2d.in,openmp_simd,1,0.0s
0.00
ex10-2d.in,openmp_simd,2,0.0s
0.00
ex10-2d.in,openmp_simd,3,0.0s
0.00
ex10-2d.in,openmp_simd,4,0.0s
0.00
ex10-2d.in,openmp_simd,5,0.0s
0.00
ex5-1d.in,openmp,1,0.0s
0.00
ex5-1d.in,openmp,2,0.0s
0.00
ex5-1d.in,openmp,3,0.0s
0.00
ex5-1d.in,openmp,4,0.0s
0.00
ex5-1d.in,openmp,5,0.0s
0.00
ex5-1d.in,openmp_simd,1,0.0s
0.00
ex5-1d.in,openmp_simd,2,0.0s
0.00
ex5-1d.in,openmp_simd,3,0.0s
0.00
ex5-1d.in,openmp_simd,4,0.0s
0.00
ex5-1d.in,openmp_simd,5,0.0s
0.00
sample.in,openmp,1,0.0s
0.00
sample.in,openmp,2,0.0s
0.00
sample.in,openmp,3,0.0s
0.00
sample.in,openmp,4,0.0s
0.00
sample.in,openmp,5,0.0s
0.00
sample.in,openmp_simd,1,0.0s
0.00
sample.in,openmp_simd,2,0.0s
0.00
sample.in,openmp_simd,3,0.0s
0.00
sample.in,openmp_simd,4,0.0s
0.00
sample.in,openmp_simd,5,0.0s
0.00
